brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Kia,Cerato,2009,154486,Hybrid,Manual,Second Owner,3058,79,4,994930
Volkswagen,Tiguan,2013,9973,Diesel,Manual,First Owner,3890,366,5,1978310
Toyota,RAV4,2018,110328,Hybrid,Manual,Second Owner,1095,244,5,1711428
BMW,X5,2008,230351,Hybrid,Automatic,Second Owner,2053,116,4,2806900
Toyota,RAV4,2013,79803,Petrol,Manual,Second Owner,1367,148,5,1161570
Hyundai,Tucson,2013,20443,Hybrid,Automatic,First Owner,1111,99,5,1437587
Hyundai,Elantra,2018,42345,Diesel,Automatic,Second Owner,2538,131,4,1809397
BMW,320,2015,134231,Hybrid,Automatic,First Owner,2103,101,5,3259391
Hyundai,Tucson,2021,22159,Diesel,Manual,Second Owner,3594,189,4,2155977
Mercedes,GLA,2011,69570,Hybrid,Manual,Second Owner,3327,278,5,3413854
Toyota,RAV4,2024,58335,Petrol,Automatic,Third Owner,1688,195,7,1926989
Hyundai,Tucson,2022,15955,Petrol,Automatic,Third Owner,2184,155,4,2087923
Toyota,Camry,2016,161727,Diesel,Automatic,Second Owner,3589,178,7,1718918
Ford,Kuga,2017,16923,Petrol,Manual,Second Owner,1367,272,7,1835482
Toyota,Corolla,2016,235235,Diesel,Manual,Third Owner,3067,232,7,1464855
Mercedes,GLA,2016,202314,Hybrid,Automatic,Second Owner,2007,234,5,3438854
BMW,X5,2018,9161,Hybrid,Manual,Third Owner,1008,381,5,3705092
Toyota,Corolla,2013,113308,Hybrid,Automatic,Second Owner,3204,111,7,1879093
Volkswagen,Passat,2008,238982,Hybrid,Automatic,Third Owner,1505,250,5,1302425
Ford,Kuga,2019,106384,Petrol,Manual,First Owner,2895,259,4,2130271
Hyundai,Elantra,2015,199810,Petrol,Automatic,Third Owner,3904,253,4,1665101
Toyota,RAV4,2017,216921,Hybrid,Manual,First Owner,3022,255,4,2067352
Mercedes,E200,2014,6870,Petrol,Automatic,First Owner,2136,361,7,3638846
Hyundai,Elantra,2014,177972,Hybrid,Manual,First Owner,3409,135,7,1395193
Toyota,Corolla,2016,249728,Hybrid,Manual,Third Owner,3985,210,4,1650711
Ford,Kuga,2008,186662,Hybrid,Automatic,Third Owner,3294,302,4,1727723
Hyundai,Tucson,2009,228834,Diesel,Automatic,Second Owner,2122,132,7,904256
Kia,Sportage,2023,99757,Hybrid,Manual,Third Owner,1919,94,5,1851761
Hyundai,Tucson,2022,87900,Petrol,Automatic,First Owner,2370,111,7,1671144
Ford,Focus,2015,185761,Diesel,Manual,First Owner,1806,154,5,1030724
Mercedes,C200,2011,12306,Diesel,Automatic,First Owner,3427,390,5,4035778
Ford,Mondeo,2015,33269,Diesel,Manual,Second Owner,1222,240,7,1725893
Ford,Focus,2010,208358,Hybrid,Automatic,First Owner,3561,298,7,1927882
Toyota,Corolla,2009,245311,Petrol,Automatic,Second Owner,3840,103,4,998578
Toyota,Camry,2009,84028,Hybrid,Automatic,First Owner,1417,98,7,1257498
Toyota,Camry,2020,110298,Petrol,Automatic,First Owner,3455,389,4,2562181
Hyundai,Sonata,2022,213447,Diesel,Manual,Second Owner,3666,83,5,1277087
Kia,Sportage,2014,33313,Petrol,Manual,Third Owner,3921,104,7,1442917
Ford,Focus,2012,172081,Hybrid,Automatic,Second Owner,2724,316,7,1704150
Kia,Sportage,2013,68740,Petrol,Manual,First Owner,1522,229,7,1373203
Hyundai,Tucson,2019,86576,Hybrid,Manual,First Owner,2923,228,7,2182377
Mercedes,E200,2019,7118,Hybrid,Manual,First Owner,1972,329,7,3781586
Ford,Focus,2021,95129,Petrol,Manual,Third Owner,1824,105,5,1631940
BMW,X3,2023,187132,Hybrid,Automatic,Third Owner,3836,239,7,3764771
Kia,Sportage,2017,114758,Diesel,Manual,First Owner,2860,91,5,1057327
BMW,320,2015,186723,Petrol,Automatic,Third Owner,1873,192,5,2871171
Volkswagen,Polo,2020,58822,Diesel,Manual,First Owner,2486,75,4,1599820
Mercedes,C200,2011,42329,Diesel,Automatic,First Owner,3585,369,5,3878181
Toyota,Corolla,2014,56858,Diesel,Manual,First Owner,2073,159,5,1225901
Ford,Kuga,2015,51803,Petrol,Manual,First Owner,2072,121,4,1421496
Ford,Kuga,2012,104332,Hybrid,Manual,Second Owner,1861,226,5,1529709
BMW,X5,2019,178253,Petrol,Automatic,Third Owner,1267,130,4,2782649
BMW,320,2014,144606,Diesel,Automatic,Second Owner,3455,289,7,3484086
BMW,320,2014,228985,Hybrid,Automatic,First Owner,2342,196,4,3181178
Volkswagen,Polo,2012,228216,Hybrid,Automatic,First Owner,3979,111,5,1281459
Ford,Kuga,2010,48891,Hybrid,Automatic,Third Owner,3085,261,5,2238949
Kia,Sportage,2013,89364,Hybrid,Automatic,Third Owner,3844,317,7,2547385
Hyundai,Sonata,2016,157354,Diesel,Manual,First Owner,1899,173,5,1108807
Ford,Focus,2020,62303,Diesel,Automatic,Second Owner,3340,150,5,2010764
Mercedes,GLA,2010,40213,Petrol,Automatic,Second Owner,3125,250,4,3287428
Kia,Rio,2022,139286,Hybrid,Automatic,Second Owner,2847,309,5,2560079
Hyundai,Sonata,2023,88105,Diesel,Automatic,First Owner,1735,296,4,2091494
Mercedes,GLA,2010,99134,Petrol,Automatic,Third Owner,3100,349,7,3238488
Toyota,Camry,2015,30797,Petrol,Manual,Second Owner,1156,349,4,1730472
Mercedes,C200,2018,70542,Diesel,Automatic,First Owner,3890,379,4,4165825
Ford,Kuga,2016,7237,Diesel,Automatic,Second Owner,2654,277,7,2157666
Ford,Kuga,2008,128733,Hybrid,Manual,Second Owner,1932,186,7,1141741
Volkswagen,Passat,2023,66269,Hybrid,Automatic,Third Owner,2889,244,4,2676566
Mercedes,C200,2021,206885,Hybrid,Automatic,First Owner,2796,300,7,3378348
Toyota,Camry,2012,156390,Petrol,Automatic,Third Owner,1039,325,7,1627884
Ford,Mondeo,2018,64111,Diesel,Automatic,Third Owner,2652,345,5,1971120
Mercedes,GLA,2008,153787,Petrol,Manual,First Owner,2352,360,7,2790859
Ford,Kuga,2020,104960,Petrol,Automatic,First Owner,3189,267,4,1967979
Hyundai,Elantra,2018,154294,Diesel,Automatic,First Owner,1702,123,7,1160009
Kia,Rio,2009,221655,Hybrid,Automatic,First Owner,1764,171,4,1372914
Hyundai,Sonata,2014,66089,Diesel,Manual,Second Owner,1235,258,7,1327916
Toyota,Corolla,2018,230367,Diesel,Automatic,First Owner,1453,136,7,1249191
Hyundai,Sonata,2010,106972,Petrol,Manual,First Owner,2268,291,7,1346717
Volkswagen,Polo,2013,163258,Hybrid,Automatic,Third Owner,1831,327,7,1987190
Volkswagen,Polo,2016,57875,Petrol,Manual,Second Owner,1262,274,7,1570073
Ford,Focus,2024,91216,Hybrid,Automatic,Second Owner,2895,364,4,2669369
Volkswagen,Passat,2017,174423,Diesel,Automatic,Third Owner,3914,222,5,1992694
Kia,Rio,2021,70309,Petrol,Automatic,Second Owner,2575,163,7,1829068
Kia,Rio,2020,188145,Petrol,Manual,First Owner,2121,391,7,1685872
Mercedes,GLA,2010,187988,Hybrid,Manual,Second Owner,2684,353,4,3144906
Mercedes,C200,2011,137224,Diesel,Automatic,Second Owner,1675,199,4,2949415
Kia,Rio,2022,12003,Petrol,Automatic,Second Owner,2407,274,4,2449577
Hyundai,Elantra,2008,70694,Petrol,Manual,Second Owner,3745,307,5,1535564
Hyundai,Elantra,2010,148767,Hybrid,Manual,Third Owner,2792,141,5,1221377
Ford,Mondeo,2013,49718,Petrol,Manual,First Owner,2204,133,7,1165418
Volkswagen,Polo,2013,25338,Hybrid,Manual,Third Owner,2119,148,5,1898686
Mercedes,C200,2014,192278,Petrol,Manual,Second Owner,3853,94,7,2685684
Ford,Kuga,2011,107398,Hybrid,Automatic,Second Owner,1214,376,4,2021810
Toyota,Camry,2014,248484,Petrol,Automatic,First Owner,1819,116,4,1120424
Hyundai,Elantra,2008,93373,Petrol,Manual,First Owner,1395,155,7,845822
BMW,320,2021,139348,Petrol,Automatic,Second Owner,3302,390,4,3902747
Kia,Rio,2020,117166,Petrol,Manual,First Owner,1433,252,5,1581165
BMW,320,2020,176440,Diesel,Manual,Second Owner,1871,304,4,3177029
Toyota,RAV4,2016,175379,Hybrid,Automatic,First Owner,1275,181,5,1587408
Mercedes,GLA,2023,31689,Hybrid,Manual,Second Owner,1388,377,5,4146466
Volkswagen,Tiguan,2020,182707,Hybrid,Manual,Second Owner,1718,395,7,2187577
Mercedes,GLA,2023,22698,Diesel,Manual,Third Owner,3396,299,5,3971400
Kia,Cerato,2015,136968,Hybrid,Manual,First Owner,1086,385,4,1889356
Mercedes,C200,2021,203507,Petrol,Manual,First Owner,1563,261,5,3041731
Mercedes,C200,2012,103500,Petrol,Manual,First Owner,3970,376,5,3128769
Volkswagen,Polo,2012,77909,Diesel,Manual,Third Owner,2699,217,4,1528981
BMW,X3,2018,94844,Petrol,Manual,Third Owner,1221,197,7,2937935
Volkswagen,Tiguan,2015,164400,Diesel,Automatic,First Owner,2811,392,4,2172551
Toyota,Camry,2010,55453,Petrol,Manual,First Owner,1514,116,4,471755
Kia,Cerato,2014,66947,Hybrid,Manual,Second Owner,3969,309,5,2547212
BMW,X3,2014,69205,Diesel,Manual,Third Owner,2019,225,5,2906001
Kia,Sportage,2014,76266,Diesel,Manual,Second Owner,2631,263,4,1765845
Hyundai,Sonata,2021,137459,Hybrid,Automatic,First Owner,2974,80,5,1765196
Hyundai,Elantra,2017,161023,Hybrid,Manual,Third Owner,3976,159,5,1913770
Hyundai,Sonata,2017,123909,Diesel,Automatic,Third Owner,3482,316,4,1956469
Mercedes,C200,2023,56305,Petrol,Manual,First Owner,1052,326,7,3416624
Volkswagen,Polo,2023,111051,Diesel,Automatic,Third Owner,2528,266,5,2459202
Mercedes,GLA,2010,112161,Petrol,Manual,Second Owner,3316,153,4,2626975
Ford,Mondeo,2016,207183,Hybrid,Automatic,Third Owner,3904,320,7,2303848
Volkswagen,Polo,2009,175631,Diesel,Automatic,Third Owner,2010,194,5,1215748
Toyota,Camry,2008,187837,Hybrid,Manual,Second Owner,3479,303,7,1678028
BMW,X5,2015,162849,Hybrid,Manual,First Owner,1478,117,7,2761064
Volkswagen,Polo,2020,190091,Hybrid,Manual,Third Owner,1773,286,4,1955512
Ford,Mondeo,2016,186360,Diesel,Automatic,Third Owner,2261,280,7,2026942
Ford,Focus,2011,171770,Hybrid,Automatic,First Owner,2101,177,7,1455467
Hyundai,Tucson,2017,6683,Petrol,Automatic,First Owner,1396,105,7,1538698
Hyundai,Tucson,2021,176578,Diesel,Automatic,First Owner,1722,261,4,1965242
Volkswagen,Passat,2014,132525,Petrol,Manual,Second Owner,3322,178,4,1544078
BMW,320,2013,217121,Petrol,Automatic,Second Owner,2805,390,7,3489562
Toyota,RAV4,2013,25921,Diesel,Manual,Second Owner,1510,211,4,1447967
Mercedes,C200,2015,130277,Diesel,Manual,First Owner,1250,206,4,2520495
Volkswagen,Tiguan,2009,30386,Petrol,Manual,Second Owner,3469,336,5,1994592
Hyundai,Sonata,2018,163432,Diesel,Automatic,Second Owner,3792,245,5,1782484
Ford,Focus,2019,179346,Diesel,Automatic,Third Owner,1234,252,5,1651803
Ford,Focus,2008,124778,Hybrid,Automatic,Third Owner,1568,83,7,980002
Toyota,RAV4,2016,188308,Petrol,Automatic,Second Owner,3532,313,7,1926063
Hyundai,Tucson,2014,5820,Hybrid,Automatic,First Owner,3595,254,4,2411924
Ford,Kuga,2018,182715,Diesel,Manual,Third Owner,2984,274,7,1715373
Kia,Rio,2019,117175,Diesel,Manual,Third Owner,2576,220,7,1715338
BMW,X3,2012,233028,Hybrid,Manual,First Owner,3039,114,5,2916850
Ford,Kuga,2022,49054,Diesel,Manual,Second Owner,3714,346,4,2492022
BMW,320,2013,202460,Hybrid,Manual,First Owner,2781,84,4,2635606
Mercedes,E200,2016,62770,Hybrid,Automatic,Third Owner,2950,133,7,3594073
BMW,X3,2023,28708,Hybrid,Automatic,First Owner,3359,377,4,4717354
Volkswagen,Polo,2020,243594,Hybrid,Automatic,Third Owner,3630,357,5,2265670
Ford,Focus,2015,72919,Petrol,Automatic,First Owner,1456,115,5,1399672
Volkswagen,Tiguan,2014,200197,Petrol,Automatic,First Owner,2283,264,7,1607231
Volkswagen,Passat,2017,21222,Hybrid,Manual,Second Owner,2735,233,5,2055671
Ford,Kuga,2012,141249,Hybrid,Manual,First Owner,2619,74,7,1401708
Ford,Mondeo,2018,42932,Diesel,Manual,Second Owner,3785,303,4,2116877
Kia,Sportage,2012,200837,Hybrid,Manual,Third Owner,2311,228,7,1433812
Volkswagen,Passat,2016,227211,Hybrid,Automatic,Third Owner,1883,323,5,1909567
Volkswagen,Polo,2009,217391,Diesel,Manual,Third Owner,1862,185,7,759354
Volkswagen,Passat,2013,229599,Diesel,Automatic,Second Owner,3700,151,4,1158860
Kia,Sportage,2018,115739,Hybrid,Automatic,Second Owner,2603,270,4,2017964
Kia,Cerato,2017,79020,Hybrid,Manual,Third Owner,3244,271,4,2395235
BMW,X5,2009,227772,Hybrid,Automatic,Second Owner,3681,153,7,2802061
BMW,X5,2023,81305,Petrol,Manual,First Owner,1801,74,5,2793831
Volkswagen,Tiguan,2011,182816,Petrol,Automatic,Second Owner,3783,156,4,1018809
Toyota,Camry,2023,52089,Petrol,Manual,Third Owner,3662,243,7,2106777
Hyundai,Elantra,2020,69225,Petrol,Manual,First Owner,2624,320,5,1856686
Volkswagen,Tiguan,2013,176126,Hybrid,Automatic,Third Owner,3747,115,5,1893600
Ford,Kuga,2020,77146,Hybrid,Automatic,Second Owner,1047,131,4,1981730
Toyota,Corolla,2023,173141,Hybrid,Manual,First Owner,3403,363,7,2418445
Hyundai,Sonata,2011,213232,Hybrid,Manual,Second Owner,2983,400,7,2208851
Hyundai,Sonata,2012,31067,Diesel,Manual,Third Owner,3201,164,5,1575280
Ford,Kuga,2008,108231,Hybrid,Automatic,First Owner,3125,369,7,2026063
Volkswagen,Tiguan,2011,202527,Petrol,Manual,First Owner,3453,162,4,692985
Kia,Sportage,2018,37255,Petrol,Manual,Third Owner,1844,152,4,1825731
Kia,Sportage,2009,27180,Petrol,Automatic,Second Owner,3229,157,5,1264054
Volkswagen,Passat,2015,83800,Petrol,Automatic,Third Owner,3187,297,4,1756140
Kia,Sportage,2018,142013,Diesel,Manual,Third Owner,1405,92,4,1210109
Toyota,Corolla,2012,83566,Petrol,Manual,Third Owner,3261,180,7,1737980
Mercedes,E200,2012,196130,Hybrid,Automatic,First Owner,3252,200,5,3403180
Hyundai,Tucson,2013,109873,Diesel,Manual,Second Owner,3771,287,7,1797990
BMW,X3,2014,23496,Hybrid,Automatic,Third Owner,3854,400,4,4320321
Volkswagen,Polo,2024,163582,Petrol,Automatic,First Owner,2295,292,5,2275098
Toyota,RAV4,2015,25322,Diesel,Manual,Third Owner,1450,350,5,1905695
Toyota,Camry,2010,100110,Diesel,Automatic,First Owner,1924,210,4,1355558
Toyota,Camry,2015,104256,Petrol,Manual,First Owner,3156,226,7,1595518
Ford,Mondeo,2011,143663,Diesel,Automatic,Third Owner,2110,381,4,1722285
Toyota,Corolla,2018,202098,Diesel,Manual,Second Owner,3776,342,7,1804109
Kia,Sportage,2023,160270,Petrol,Automatic,First Owner,3812,332,7,2389158
BMW,X3,2012,42400,Diesel,Automatic,First Owner,3971,397,5,3549406
Volkswagen,Passat,2021,190279,Diesel,Manual,Second Owner,2449,309,7,1794541
Mercedes,E200,2021,141470,Hybrid,Manual,Second Owner,3603,114,5,3244221
Hyundai,Sonata,2010,171376,Petrol,Manual,Third Owner,1983,117,4,581659
Kia,Rio,2010,199880,Diesel,Automatic,First Owner,2736,330,7,1562624
BMW,X5,2023,140007,Hybrid,Manual,Second Owner,1056,385,4,3999686
Ford,Kuga,2008,192212,Diesel,Automatic,First Owner,3708,340,7,1759523
Kia,Rio,2022,49179,Hybrid,Manual,First Owner,1307,257,4,1904616
Kia,Sportage,2009,115814,Diesel,Automatic,First Owner,2528,127,5,966627
Volkswagen,Passat,2011,81038,Diesel,Automatic,Second Owner,2084,179,4,1489139
Volkswagen,Tiguan,2020,62006,Diesel,Manual,Second Owner,3530,319,4,2055614
Mercedes,C200,2022,91127,Diesel,Automatic,First Owner,1021,249,7,3359701
BMW,X5,2019,7323,Petrol,Automatic,Second Owner,1809,113,7,3271711
Kia,Rio,2021,37464,Diesel,Manual,First Owner,3689,198,4,1878170
Hyundai,Sonata,2019,83455,Diesel,Automatic,First Owner,3197,207,4,1995946
Hyundai,Tucson,2022,47423,Petrol,Automatic,Third Owner,2777,72,5,1601600
Ford,Kuga,2014,34010,Petrol,Automatic,First Owner,1547,272,5,1653824
Volkswagen,Polo,2009,47024,Hybrid,Manual,Second Owner,3724,206,4,1777519
Hyundai,Sonata,2023,214668,Hybrid,Manual,Second Owner,2637,326,7,1992264
Volkswagen,Polo,2012,33765,Petrol,Manual,First Owner,1637,246,7,1459091
Toyota,RAV4,2015,18641,Hybrid,Automatic,Second Owner,3445,74,5,1911522
Hyundai,Sonata,2017,132383,Petrol,Automatic,First Owner,3529,148,7,1767457
Kia,Rio,2015,78698,Petrol,Automatic,Third Owner,2013,289,4,1850641
Hyundai,Tucson,2011,188800,Hybrid,Manual,First Owner,3421,392,7,2170171
BMW,320,2011,39680,Diesel,Manual,Second Owner,1787,144,5,2617473
Toyota,RAV4,2014,28838,Petrol,Automatic,Second Owner,3150,226,7,1815413
Volkswagen,Passat,2015,93127,Diesel,Automatic,First Owner,3088,288,7,1965290
Toyota,Camry,2011,75581,Diesel,Automatic,Second Owner,3914,284,4,1977432
Mercedes,C200,2013,15718,Petrol,Manual,Third Owner,2317,178,5,2918443
Hyundai,Sonata,2011,117959,Petrol,Automatic,Second Owner,2489,241,5,1496020
Toyota,Corolla,2008,184034,Hybrid,Manual,Second Owner,2476,255,7,1235533
Ford,Kuga,2024,163522,Diesel,Manual,Third Owner,2130,177,7,1535520
Hyundai,Elantra,2011,39205,Hybrid,Manual,First Owner,3402,167,4,1488999
Volkswagen,Polo,2011,24629,Hybrid,Automatic,Second Owner,3971,312,4,2638828
Kia,Cerato,2012,16484,Petrol,Manual,Second Owner,3254,199,7,1366052
Mercedes,E200,2022,170115,Hybrid,Manual,Second Owner,1277,317,5,3439884
Kia,Cerato,2008,48761,Hybrid,Automatic,Third Owner,1528,218,4,1468916
Kia,Rio,2014,199174,Diesel,Automatic,Third Owner,3180,332,4,1942890
BMW,X5,2024,105702,Hybrid,Automatic,Second Owner,3487,209,4,3989903
BMW,320,2013,154919,Petrol,Manual,Third Owner,2865,327,7,3274573
Volkswagen,Tiguan,2016,84537,Petrol,Automatic,Third Owner,2099,352,4,1924752
BMW,320,2009,144871,Petrol,Automatic,First Owner,3619,145,5,2807457
BMW,X5,2009,173404,Petrol,Manual,Third Owner,1475,70,7,1874139
Mercedes,GLA,2019,90081,Petrol,Automatic,Third Owner,1547,279,7,3721160
Mercedes,E200,2009,169090,Petrol,Automatic,First Owner,3992,213,4,2764980
Mercedes,C200,2011,194425,Hybrid,Automatic,Third Owner,2054,390,7,3490723
Kia,Cerato,2014,219131,Diesel,Manual,Second Owner,2100,174,7,1106804
Volkswagen,Polo,2012,121930,Petrol,Automatic,Second Owner,1607,315,4,1646759
Hyundai,Elantra,2022,53503,Petrol,Manual,Third Owner,3009,162,7,1821550
Mercedes,C200,2017,47708,Petrol,Automatic,Third Owner,3489,166,4,3373460
BMW,320,2021,69291,Diesel,Automatic,First Owner,3966,339,4,4060389
Volkswagen,Passat,2011,104057,Diesel,Manual,First Owner,1055,399,4,1475585
BMW,320,2010,75164,Petrol,Manual,First Owner,1435,347,7,3077003
Ford,Mondeo,2010,58037,Petrol,Automatic,Third Owner,2819,153,5,1720854
Mercedes,E200,2012,68913,Petrol,Automatic,Third Owner,3226,133,4,2894950
Ford,Focus,2011,147774,Diesel,Manual,Third Owner,2701,142,4,809131
BMW,320,2015,116970,Diesel,Manual,Second Owner,3684,216,4,3095417
Volkswagen,Polo,2011,133927,Petrol,Manual,First Owner,1416,214,5,1416502
Toyota,RAV4,2018,36024,Diesel,Manual,First Owner,3476,147,4,1596300
Hyundai,Tucson,2018,162184,Petrol,Automatic,First Owner,3733,224,7,2141449
Ford,Mondeo,2019,234481,Petrol,Automatic,Second Owner,3710,258,5,2134193
Ford,Kuga,2010,211793,Petrol,Manual,Third Owner,1600,233,4,815875
Hyundai,Sonata,2023,218555,Petrol,Manual,Third Owner,2750,212,4,1740737
Toyota,Camry,2012,52676,Diesel,Automatic,Second Owner,3024,287,5,2110007
Volkswagen,Polo,2018,41233,Hybrid,Manual,Second Owner,2714,351,5,2345264
Kia,Cerato,2023,144584,Hybrid,Manual,Second Owner,1342,367,7,2249094
Hyundai,Tucson,2015,189311,Petrol,Manual,Second Owner,1011,174,4,870775
Mercedes,GLA,2023,40020,Petrol,Manual,Second Owner,2478,141,5,3141946
Hyundai,Elantra,2021,68569,Petrol,Manual,First Owner,1564,130,7,1375070
Volkswagen,Passat,2020,197172,Petrol,Automatic,Second Owner,1221,124,7,1115214
Kia,Rio,2023,224529,Hybrid,Manual,First Owner,1601,257,4,1888704
Toyota,Corolla,2010,8270,Hybrid,Automatic,First Owner,1747,310,7,1905014
BMW,X3,2024,188124,Diesel,Automatic,Second Owner,3959,242,5,3757669
Ford,Kuga,2008,80174,Petrol,Manual,First Owner,3631,86,7,765917
Ford,Focus,2024,47034,Petrol,Automatic,Second Owner,3784,302,7,2678164
Volkswagen,Polo,2024,85224,Hybrid,Manual,Second Owner,1642,209,4,2223381
Kia,Sportage,2012,199808,Petrol,Automatic,Third Owner,1229,182,5,740673
BMW,X3,2010,219055,Hybrid,Automatic,Second Owner,2282,398,5,3455298
Ford,Mondeo,2013,19331,Diesel,Automatic,First Owner,2105,125,4,1623738
Toyota,Camry,2018,12352,Petrol,Automatic,First Owner,3218,124,4,1686549
BMW,X3,2008,203317,Diesel,Manual,Third Owner,1826,396,4,3008151
BMW,X5,2010,154454,Hybrid,Manual,Third Owner,2981,93,4,2733594
Mercedes,C200,2017,7222,Diesel,Automatic,Second Owner,3048,169,5,3309504
Ford,Mondeo,2019,38952,Hybrid,Manual,Second Owner,2668,327,4,2381430
Kia,Rio,2008,158924,Diesel,Automatic,Third Owner,1153,218,4,1083851
BMW,X3,2022,25644,Hybrid,Manual,Third Owner,1948,180,7,3602312
Volkswagen,Passat,2013,136496,Hybrid,Automatic,Second Owner,1537,243,5,1795871
Mercedes,GLA,2021,15489,Hybrid,Automatic,First Owner,1855,382,7,4114170
Toyota,Corolla,2023,30534,Petrol,Manual,Second Owner,3241,114,5,1885486
Toyota,Camry,2018,49490,Diesel,Manual,First Owner,2147,365,5,1823512
Mercedes,C200,2010,51972,Hybrid,Automatic,Second Owner,2938,201,5,3322572
Volkswagen,Passat,2011,154090,Diesel,Manual,Second Owner,2174,275,5,1119833
Ford,Kuga,2012,120560,Diesel,Automatic,Second Owner,1341,281,7,1352200
Hyundai,Sonata,2009,167690,Hybrid,Manual,Third Owner,2002,357,4,1792833
BMW,320,2017,103519,Petrol,Automatic,First Owner,1913,268,5,3463608
Volkswagen,Passat,2019,127127,Diesel,Automatic,First Owner,1351,162,7,1594766
Toyota,Camry,2021,57290,Diesel,Automatic,First Owner,2299,245,7,1928923
Hyundai,Elantra,2023,34969,Diesel,Automatic,First Owner,3232,149,5,2089900
BMW,X3,2014,88935,Hybrid,Manual,Third Owner,2557,101,5,3140144
Ford,Mondeo,2023,60946,Petrol,Manual,First Owner,3800,286,5,2334365
Mercedes,GLA,2013,26912,Petrol,Manual,Second Owner,2659,111,5,3120425
Ford,Kuga,2022,233403,Diesel,Manual,Third Owner,2062,164,4,1411491
Toyota,Camry,2018,202440,Diesel,Manual,First Owner,2430,284,5,1598427
Hyundai,Tucson,2013,187633,Diesel,Automatic,Third Owner,3336,269,4,1601266
Kia,Cerato,2014,25397,Hybrid,Manual,Second Owner,3720,232,4,2107237
BMW,X5,2012,135926,Diesel,Manual,Third Owner,2664,204,7,2714877
Volkswagen,Passat,2022,223237,Petrol,Automatic,Third Owner,3369,119,4,1762592
BMW,X3,2014,115146,Hybrid,Manual,Third Owner,2546,180,5,3245113
BMW,320,2008,102060,Diesel,Manual,Second Owner,2257,327,4,2734031
Volkswagen,Polo,2022,113541,Diesel,Automatic,Second Owner,3221,288,7,2076383
Ford,Mondeo,2011,247836,Petrol,Automatic,Second Owner,2528,160,7,758097
Kia,Rio,2021,105024,Diesel,Automatic,Third Owner,2160,387,4,2407650
Toyota,Corolla,2010,175295,Petrol,Automatic,First Owner,3033,389,7,1611355
Toyota,RAV4,2022,136953,Hybrid,Manual,Third Owner,2187,285,4,1843710
BMW,X5,2020,35015,Petrol,Automatic,First Owner,2436,307,5,3821156
Ford,Kuga,2020,6993,Diesel,Manual,Third Owner,2161,207,7,2201613
Mercedes,E200,2021,181501,Petrol,Manual,Second Owner,1133,77,4,2548537
BMW,X5,2024,219967,Hybrid,Automatic,Second Owner,1698,362,5,4045539
BMW,X3,2020,55504,Hybrid,Automatic,First Owner,3366,289,4,4128666
Volkswagen,Polo,2013,110675,Diesel,Manual,Second Owner,1946,120,7,1005716
Ford,Focus,2024,36030,Hybrid,Automatic,Third Owner,2065,353,4,2958051
Mercedes,C200,2010,29448,Petrol,Automatic,First Owner,3575,373,4,3566312
Toyota,RAV4,2010,154892,Diesel,Manual,Third Owner,1534,302,7,1215424
Volkswagen,Polo,2013,67841,Hybrid,Manual,Second Owner,1793,344,4,1991522
Volkswagen,Polo,2016,177820,Petrol,Automatic,First Owner,1588,391,4,1759846
Volkswagen,Tiguan,2011,34080,Diesel,Manual,First Owner,1580,214,5,1402646
BMW,320,2010,134563,Diesel,Manual,Second Owner,1412,321,4,2718930
Hyundai,Elantra,2023,169018,Petrol,Manual,Third Owner,2719,262,5,1761452
Volkswagen,Polo,2013,52135,Diesel,Manual,First Owner,3701,360,7,2081356
Kia,Rio,2011,94865,Diesel,Automatic,Third Owner,3457,349,4,1816549
BMW,X3,2016,247898,Petrol,Manual,Third Owner,1121,344,4,2836581
Kia,Cerato,2012,61703,Diesel,Manual,First Owner,1120,237,4,1235726
BMW,320,2012,75147,Diesel,Automatic,First Owner,1376,248,7,3138990
Kia,Cerato,2017,127432,Hybrid,Automatic,Second Owner,3099,274,4,2316190
Mercedes,C200,2014,185107,Hybrid,Automatic,Second Owner,1421,368,7,3459181
Mercedes,C200,2014,194283,Diesel,Automatic,Second Owner,2735,375,7,3481848
Mercedes,E200,2011,164198,Diesel,Automatic,First Owner,3323,250,5,3253585
Volkswagen,Passat,2022,48843,Petrol,Automatic,Third Owner,2678,220,7,2237685
Ford,Kuga,2024,97341,Diesel,Manual,First Owner,1736,235,5,1854770
Ford,Focus,2019,69308,Petrol,Manual,Third Owner,2522,260,4,1642908
Ford,Mondeo,2011,7525,Diesel,Manual,Third Owner,2347,179,5,1174732
Kia,Sportage,2015,152230,Petrol,Automatic,Second Owner,3464,178,7,1564356
BMW,320,2016,192764,Hybrid,Manual,Third Owner,3647,285,7,3382595
Ford,Mondeo,2018,218226,Diesel,Manual,First Owner,1203,322,5,1420952
Toyota,Camry,2021,36263,Petrol,Automatic,First Owner,3463,237,7,2297921
Hyundai,Elantra,2008,79720,Petrol,Manual,Second Owner,2164,137,5,987113
Toyota,RAV4,2024,15255,Diesel,Manual,First Owner,2924,118,5,1892515
Volkswagen,Polo,2016,88149,Diesel,Automatic,First Owner,3279,230,5,1963527
Kia,Rio,2020,83235,Hybrid,Automatic,Second Owner,3625,132,5,2216951
Kia,Rio,2008,63724,Petrol,Manual,First Owner,1430,235,7,778232
